text,sentiment
duolingo bagus bikin kenal ajar,Positif
sih,Netral
suka sistem energi balikin sistem hati,Negatif
suka banget seru,Positif
bagus banget,Positif
seru seru sih,Positif
seru bamgeet,Positif
very exciting and helpful,Negatif
kasih mudah mi zu o cha gohan mi zu kudasaibuat ajar bahasa jepang download duolingo arigatou,Positif
aplikasi cocok negeri kursus bahasa jepang erti gerat minggu langgan,Positif
bagus pemulaa,Positif
bagus ajar,Positif
pakai hati ajar,Negatif
keren,Netral
game ya seru enak banget,Positif
easy learning nice,Negatif
ya bagus budek,Netral
bagus banget suka ajar bahasa duolingo,Positif
bagus ajar bahasa negeri luamayan bahasa jepang gratissss bayarrr,Positif
seru bikinn belajarrr dann ingetinn buattt ajar,Positif
pintar bahasa inggris,Positif
berisik,Netral
great n super nice,Negatif
bagus mula ajar bahasa inggris,Positif
apl keren gratis,Netral
energy sucks,Negatif
bagus ajar mengunakan hp,Positif
aplikasi uda baguscukup asik jugantah bilang nya,Positif
anak,Positif
balikin energi pakai hati plssss,Negatif
bags,Netral
bagus orang ajar bahasa,Positif
ajar bahasa inggris keren,Positif
sabar bantu,Positif
bagus,Positif
keren,Netral
mudah paham bahasa main game lancar terima kasih duolingo,Positif
suka,Netral
ajar duolingo senang cepat paham ajar bahasa inggris,Positif
bagus susah,Positif
muda paham,Positif
aplikasi bagus,Positif
duolingo ku,Positif
senang bahasa inggris menang lomba bahasa inggris,Positif
keren banget cuyyyy gue hapal bcina,Positif
sih duolingo sisipin konten lgbt ajar maksud cakap suami istri perempuan perempuan,Positif
aplikasi cocok ajar,Positif
bagus mudah anak anak cepat bahasa inggris,Positif
game estetik ajar bahasa inggris,Positif
bantu ajar kursus,Positif
aplikasi tingkat mampu,Positif
nice fun,Negatif
sukagara gara duolingo pakai bahasa inggrisfav banget,Positif
suka bikin ajar hapal gampang,Positif
gacor kang duoo,Negatif
bagus banget nol,Positif
bagus bahasa inggris ya,Positif
p kenal huruf tiap negara,Netral
apk bagus orang pengin bahasa inggris dll inti apk bagus banget deh,Positif
bantu tolong kursus bahasa,Positif
duolingo bagus ajar bahasa inggris tambah ajar matematika ya musik ku kasih ranting deh,Positif
sempurna,Netral
bagus,Positif
wow kejut rating keren oh ya lupa latih bahasa suka ya,Positif
pokok apk ya,Netral
saran main gema very good bahasa inggris ya,Netral
bagus didik anak anak ilmu seru manyenangkan,Positif
semangat ajar bahasa jepangdan kasih reting,Positif
keren tonton anime gampang,Negatif
jos,Netral
douling paham bahasa inggris,Positif
bagus banget ajar bahasa asing,Positif
iklan pakai energi langgan seringsering isi energi iklan,Negatif
keren banget woeeeeee ragu bimbang duolingo jago,Positif
bantu ajar bahasa asing,Positif
gamenya bagus,Positif
lopyu,Netral
bantu,Positif
this is very good for english practice,Negatif
dukung kaun lgbt,Netral
thanks i like your apps,Negatif
puas sekaliiiiii,Netral
suka banget umur hafa mantap banget sih duolingo manatapp,Positif
bagus ajar bahasa mudah paham,Positif
bagus pintar bahasa inggris,Positif
bagus banget aplikasi nya,Positif
keren ajar bahasa gratis aplikasi bintang aplikasi keren,Positif
buset lgbt,Netral
seru habis tau kopas,Netral
pakai energi kayak pakai hati pakai energi gerak dikit apa orang ajar sulit,Negatif
ajar efektif,Positif
bagus tambah bicara ku aplikasi bukit good i like,Negatif
aplikasi guna latih bahasa inggris,Positif
seru ajar luas iklan seru,Positif
bagus ajar bahasa,Positif
guna is really easy,Negatif
bahasa filipina indonesia ajar bahasa filipina,Positif
sagat bantu cuman mahal mu sus ya,Positif
bagus manfaat ajar bahasa ajar mtk musik pokok seru pol,Positif
bikin semangat ajar,Positif
bimbing tuntun ajar bahasa mengucapkanthanks,Positif
aplikasi bantu isi luang bantu tambah ilmu,Positif
mantap dasar bahasa perancis,Positif
duolingo bagus latih minus cerita buka level cerita ya,Positif
seru banget gampang,Positif
aplikasi bantu banget nol suga,Positif
bantu banget gila download sih siap binggris ya,Positif
bagus ajar bahasa asing,Positif
bantu banget,Positif
kembali sistem hati,Negatif
hama langgan habis setenga jutaminimal kasih aba sedot,Negatif
bagus banget,Positif
muas ajar,Positif
aplikasi bagus banget ngebug cuy wajib download cuy kasih reting bintang,Positif
aplikasi ya bagus gue saran banyak game game ya main bosan,Positif
sungguh ajar online bahasa jepang,Positif
iklanbisa ajar streak besokbesok senang banget,Positif
mantap sangan bantu,Positif
apk bagus,Positif
aplikasi nyang seru didik ajar bahasa dunia,Positif
bagus mudah paham,Positif
manfaat banget,Positif
aplikasi guna ajar bahasa keren,Positif
cocok mudah paham,Positif
suka bagus,Positif
bantu banget ajar bahasa apa,Positif
very gooddd,Negatif
aplikasi sih bagus ya energi mudah habis tunggu main resah,Positif
bagus mantap pokok,Positif
super,Netral
bocil ajar bahasa jepang senang banget deh,Positif
interaktif,Netral
mudah manfaat,Positif
bagus sempurna,Positif
sesi bahasa inggris bahasa indonesia tunjuk cerita honeymoon wanita wanita serius bikin cerita bahan ajar,Positif
bagus banget app nya bantu ajar bahasa suka fitur pakai hati pakai energi suka,Negatif
bagus bantu erti bahasa inggris,Positif
sumpah bagus banget nilai bahasa inggris ku gara gara duolingo,Positif
no debat,Netral
bagus this game not a glicht,Negatif
seruini main game,Netral
bagus bahasa inggris lengkap endors hihi,Positif
bagus cuman sayang banget dukung lgbt,Positif
apk manfaat,Netral
mantap,Netral
game ya bagus seru mantap ngebosenin burung reaksi seru,Positif
si sg suka ks si r si rmks,Netral
batu,Netral
bikin lancar bahasa inggris,Positif
tau alamat imel bahasa korea ya,Positif
bahasa inggris,Positif
ajar bahasa rusia gue stalin,Positif
buat gairah bahasa inggris duolingo,Positif
bagus banngettt,Positif
iklan anak anak pakai ajar ganggu lebih sih terimakasih,Positif
ajar bahasa semangat,Positif
mudah paham suka banget deh pokok best,Positif
keren ya bahasa inggris lancar,Positif
aplikasi sih bagus kasih bintang pas suruh niruin kalimat omong salah,Positif
game ya tonton asik,Negatif
ajar senang duolingo,Positif
komunikasi,Netral
bantu gue banget gila,Positif
seru main ajar,Positif
bagus banget,Positif
ajar pendidikanbisa pikir biasabisa paham bahasa asingpokoknya seru ajar duolingosama karakter bagus pokok ya perfect deh duolingo,Positif
greedy unfunny app,Negatif
bagus paham erti bahasa inggris lancar bahasa inggris,Positif
ajar sih cepat download duolingo ya,Positif
ajar senang,Positif
bagus suka duolingo,Positif
seru,Positif
bagus anak suka ajar bahasa inggris thank you duolingo,Positif
aplikasi tarik senang ajar bahasa,Positif
duolingo iklan ya judi onlen,Positif
aplikasi ya bagusbisa bantu banget paham bahasa asing,Positif
nih guna banget sih mahasiswi ku ajar bahasa inggris bahasa jepang,Positif
bantu love you banget aplikasi ya,Positif
bagus bahasa inggris,Positif
seru lucu thank you duolingo,Netral
senang,Positif
bagus bagus,Positif
bagus,Positif
keren banget apk,Positif
bahasa mandarin duolingo,Positif
aplikasi pas ajar santai bahasa spanyol,Positif
cerdas,Netral
seru misinyadan bikin bosan,Positif
apps ya seru banget bantu ajar bahasa ajar matematika musik loh suka terima kasih duolingo,Positif
i like this,Negatif
bangus banget,Positif
says senang ajar bahasa jepang,Positif
tambah kosakata vocabulary grammar ya,Netral
suka,Netral
bahasa inggris,Positif
senang ajar duolingo,Positif
mudah ajar bahasa,Positif
bantu orang ajar bahasa apa,Positif
seru senang ajar bahasayang wajib download sih seru senang rugi sih didowload,Positif
bagus aplikasi bantu banget,Positif
bantu system ajar bagus,Positif
apl,Netral
bagus lancar speaking tulis bahasa inggris,Positif
lumayan ajar runtun ya hilang ya oke,Positif
lumayan tambah fitur catur android,Negatif
butuh,Netral
seru bljar bhasa inggris,Positif
membatantu,Netral
bagus poll seru mudah wajib dowload sih,Positif
ya kali giat ajar,Positif
update baru muas,Negatif
thanks quick way learn english a slow,Negatif
sumpah seru banget bosan app ya pokok ya best banget deh,Positif
rekomendasi mula cocok tambah skill,Positif
god job,Negatif
bagus banget seru ajar ya,Positif
bagus ajar bahasa inggris dah,Positif
batu ajar pelan pelan,Positif
bagus anak,Positif
bagus manfaat ajar bahasa inggris,Positif
aplikasi bagus bantu ajar,Positif
sumpah aplikasi guna banget bahasa inggris makasii udhh apk,Positif
semenjak fitur energi suka sebel banget energi cepat abissssss,Negatif
seru mudah paham,Positif
aplikasi bagus tolong tambah misi,Positif
seru ajar,Positif
lumayan bagus mantap men,Positif
minggu kuasa ajar,Positif
thx duolingo erti kalimat bahasa inggris seru banget plizz kursus musik,Positif
bantu mudah erti,Positif
bagus bantu ajar,Positif
main seru senang,Positif
serrruuaplkgak lot jugabenerbener bikin konsisten,Negatif
cocok mula,Positif
bagus asah terampil,Positif
bagus ajar uji sekolah loh,Positif
bagus ajar bahasa inggris ya susahin,Positif
bagus guna mula,Positif
bagus gampang erti erti premium,Positif
cocok ajar,Positif
aplikasi ya bagus bantu,Positif
moga nyiptain duolingo masuk surga amin mantap banget wehh nih apk bakor ku bagus duolingo wopyuu,Positif
bagus ajar,Positif
bagus manfaat,Positif
asik seru,Positif
seru banget main ajar isi gabut,Positif
keren,Netral
aplikasi bantu anak bawah oh iya ya ajar bahasa inggris senang banget deh ajar duolingo,Positif
senang banget lopyu duo lingo,Positif
bagus hafal,Positif
bagus ajar bahasa kuasa,Positif
bagus ajar pokok ya bagus bikin meme,Positif
bagussssssss,Netral
kak konnichiwa selamat makan teh lupa selamat siang sih,Netral
terimakasih duolingo,Positif
main duolingo pintar cerdas,Positif
ok sih,Netral
aplikasi bantu ajar bahasa aising sa ajar bahasa mudah duilongo,Positif
rekomendasi ajar bahasa inggrissimpel mudah paham,Positif
bagus anak suka ajar,Positif
bantu nyaman,Positif
jjr mygkn nmun hl kurg bagus ikln,Netral
iya iklan judol terima aplikasi duolingo sungguh amat najisss iklan judol hapus jijik lihat ya,Positif
cinta aplikasi,Positif
memmbantu kalih,Netral
dapat ku nih apk bantu banget ajar bahasa inggris hibur manfaat main ajar rate,Positif
senang bahasa inggris,Positif
seruuuuu,Netral
seru,Positif
lumayan ez banget ci,Positif
bagus sumpah bosan asik banget,Positif
aplikasi bagus pandai bahasa inggris uninstall aplikasi baru,Positif
suka ajar bahasa inggris,Positif
bantu ajar,Positif
tambah fitur zin masak gue sakit suruh nyalain api,Negatif
melati,Negatif
bagus banget suka syukur tau aplikasi duolingo,Positif
bguss mudah menghapal bahasa,Positif
duolingo lucu banget,Positif
sangka banget sih unsur lgbt ya respect banget nih aplikasi simpang dukung,Positif
bagus apknya ror,Positif
bagus banget ajar duolinggo mudah,Positif
rekomend banget sih ajar main coba lupa streak ya mati ya,Positif
ajar bahasa korea duo aplikasi manfaat ajar bahasa,Positif
seru ajar,Positif
manfaat kembang didik bahasa,Positif
hati banget suka kayak lucu imut bahasa negara bilang sih ya tolong tambah arab belajarr,Negatif
aplikasi duolingo ajar bahasa asing kayak ajar bahasa jepang sulit erti ajar bahasa jepang,Positif
bantu ajar bahasa asing nol,Positif
bagus suka,Positif
menyenangkantapi ajar bahasa inggris bahasa,Positif
sok fun use and i have streaks,Negatif
aplikasi lag buka banget,Positif
bagus mudah erti,Positif
senang ajar bahasa duolingo,Positif
aplikasi bagus,Positif
bantu seakanakan ajar bahasa inggris mudah,Positif
bantu,Positif
bagus,Positif
keren banget aplikasi game semangat ajar,Positif
mudah ajar,Positif
mantap catur,Netral
keren pol,Netral
bantu tingkat basah inggris,Positif
game ajar baik,Positif
keren,Netral
saking suka ya,Netral
aplikasi bagus ajar bahasa asing sayang dukung lgbt,Positif
god aplikasi,Netral
membantuterima kasih,Netral
sabar mnjagari mudah paham,Positif
bagus banget buatt pemulaa bahasaaa inggrisdan bahasa inggris yangg adaaa,Positif
suka banget berkat ajar bahasa china,Positif
bagus ajar bahasa,Positif
ku suka energi hey batas ajar maksimal unit hari paksa beli membership,Negatif
game ajar tingkat bahasa inggris ku moga ya duolingo,Positif
bagus ajar bahasa,Positif
good,Negatif
aplikasi bantu ajar bahasa pandu main pokok seruuuuu yuk download aplikasi duolingo,Positif
bantu ku bahasa inggris france,Positif
bantu ajar bahasa inggrissekian terimakasih,Positif
keren,Netral
terima kasih duolingo ajar ku,Positif
latih binggris mudah,Positif
bantu,Positif
i sok like,Negatif
bagus ajar sekolah ngisi luang,Positif
bagus mudah hafal,Positif
good app study english starting from beginner,Negatif
bagus hati ya habis main,Negatif
senang ajar duolingo,Positif
cool,Negatif
apk bagus mudah ajar bahasa mandarin ya,Positif
game diri pandai matematika,Positif
i like,Negatif
guna banget hontoni arigatou,Positif
hatihati kampanye lgbt selubung bahaya pakai anakanak dogma lgbt,Negatif
lumayan sih,Netral
suka pakai,Negatif
bagus banget ajar bahasa,Positif
bagus,Positif
pahasa python ya,Netral
bagus orang bahasa inggris,Positif
rekomendasi ajar bahasa asing mula cuman sayang bayar hehe,Positif
aplikasi bagus ajar bahasa musik matematika paham,Positif
duolingo aplikasi bagus banget duolingo bek,Positif
yeyey paham bakor,Positif
suka aplikasi,Positif
bantu,Positif
bagus puji fitur gratis energi guna banget,Netral
bagus ajar ajar dasar,Positif
duolingo update bug runtut lanjut selesai ajar bug,Positif
tolong ajar jerumus ajar gay ajar binggisnya,Positif
ajar seru,Positif
bantu aplikasi ajar bahasa sederhana simpel mudah erti,Positif
duolingo bagus ajar bahasa suka duolingo,Positif
mantap,Netral
bagus banget habis pulang sekolah langsung ajar,Positif
mantap aplikasi ajar bantu duolingo,Positif
woi gamenya main besok login,Netral
lumayanuntuk ngisi gabut,Negatif
bagus ajar bahasa inggris,Positif
yupo seru,Positif
lancar baca bahasa inggris karak ter ya senang suka banget,Positif
senang ajar duolingo,Positif
duolingo seru paham trimakasih duolingo btw orang random,Positif
great,Negatif
bagus muncul indikasi lgbt langsung jijik aplikasi,Positif
aplikasi bagus ajar bahasa jepang cepat duolingo erti bahasa jepang,Positif
sumpah aplikasi ya bagus banget ajar bahasa asing langsung lancar best banget sih aplikasi ya buru download deh biar cepat ajar bahasa,Positif
goodbye duo you are too capitalist for me,Negatif
bagus banget media ajar b inggris,Positif
aplikasi bagus banget woy les bahasa inggris malas banget aplikasi,Positif
aplikasi bagus anti iklan,Positif
bagus banget bikin happy pintar,Positif
mantap,Netral
suka apk bantu bimbing bahasa inggris,Positif
asik,Netral
terimakasih,Positif
apk duolingo ajar bahasa jepang terimakasih duolingo,Positif
sengaja pikir lihat usul duolingo yt eh pas ganti pakai ai,Negatif
interesting,Negatif
manfaat minggu ajar langsung bisaaaaa,Positif
amplikasi bagus ajar santai sena,Positif
seru bikin pintar,Positif
iq anak anak b inggris terpinter kelas karakter lucu lucu pokok perfect banget anak rendah iq inggris,Positif
ajar rating limaa,Positif
unsur lgbt ya,Netral
ku,Netral
pintar,Positif
iklan ya,Netral
i opened this app but i cant find the duolingo math list,Negatif
bagus jir tau enggres gue,Positif
